tool,check_id,check_title,status,severity,service,resource_name,resource_id,region,description,remediation,compliance,timestamp,account_id
,iam_role_user_access_admin_restricted,Role assignment does not grant the User Access Administrator role,pass,high,iam,5239f262-b3eb-4be6-9594-9d145de83d82,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/providers/Microsoft.Authorization/roleAssignments/5239f262-b3eb-4be6-9594-9d145de83d82,global,Role assignment 5239f262-b3eb-4be6-9594-9d145de83d82 in subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not grant User Access Administrator role.,"Enforce **least privilege**:
- Avoid standing `User Access Administrator`; use time-bound, approval-based elevation (PIM)
- Scope access to only required subscriptions/resource groups
- Require MFA and monitor role activity
- Review regularly and remove unused grants","C5-2025: OIS-02.01B, OIS-02.02B, OIS-04.01B, SP-01.04B, PS-03.02B, OPS-16.01B, IAM-01.01B, IAM-04.06B, IAM-06.01B, IAM-06.02B, IAM-08.02B, IAM-10.01B, IAM-10.02B, PSS-09.01AC | CCC-v2025.10: CCC.Core.CN05.AR01, CCC.Core.CN05.AR02, CCC.Core.CN05.AR06, CCC.IAM.CN02.AR01, CCC.IAM.CN02.AR02, CCC.IAM.CN03.AR01, CCC.IAM.CN03.AR02 | CIS-4.0: 6.3.3 | CIS-5.0: 5.3.3 | FedRAMP-20x-KSI-Low-25.05C: ksi-iam, ksi-iam-07 | HIPAA: 164_308_a_3_i, 164_308_a_3_ii_b, 164_308_a_4_i, 164_308_a_4_ii_b, 164_308_a_4_ii_c, 164_312_a_1 | RBI-Cyber-Security-Framework: annex_i_7_1 | SecNumCloud-3.2: 9.1, 9.3",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,keyvault_logging_enabled,Key Vault has at least one diagnostic setting with audit logging enabled,fail,high,keyvault,ref3tierkv7mog1c,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.KeyVault/vaults/ref3tierkv7mog1c,centralindia,Key Vault ref3tierkv7mog1c in subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not have a diagnostic setting with audit logging.,"Enable **diagnostic settings** to collect `AuditEvent` logs-covering category groups `audit` and `allLogs`-and send them to a central sink. Apply **least privilege** to log access, enforce secure **retention/immutability**, monitor with alerts for anomalous operations, and use **separation of duties** to prevent logging bypass.","C5-2025: OIS-08.07B, AM-01.01AC, OPS-11.02AC, OPS-15.01B, OPS-15.02B, OPS-15.03B, OPS-15.01AC, OPS-26.05B, CRY-10.01B, CRY-10.01AC, CRY-11.01B, CRY-19.01B, DEV-08.02B, SIM-03.06B, SIM-03.07B, PSS-04.01B, PSS-07.02B | CCC-v2025.10: CCC.Core.CN11.AR04, CCC.Core.CN04.AR02, CCC.Core.CN04.AR03, CCC.Logging.CN01.AR02, CCC.KeyMgmt.CN01.AR01 | CIS-2.0: 5.1.5 | CIS-2.1: 5.1.4 | CIS-3.0: 6.1.4 | CIS-4.0: 7.1.1.4 | CIS-5.0: 6.1.1.4 | ENS-RD2022: op.acc.5.r3.az.kv.1, op.acc.6.r3.az.kv.1 | FedRAMP-20x-KSI-Low-25.05C: ksi-mla | HIPAA: 164_308_a_1_ii_d, 164_308_a_3_ii_a, 164_308_a_4_ii_a, 164_308_a_5_ii_c, 164_308_a_6_ii, 164_312_b, 164_312_c_2, 164_312_e_2_i | ISO27001-2022: A.8.15 | NIS2: 2.1.2.h, 3.2.1, 3.2.3.c, 3.2.3.d, 3.2.3.e, 3.2.3.g, 9.2.c, 9.2.c.iv, 9.2.c.v, 9.2.c.vii, 11.2.2.f | PCI-4.0: 10.3.2.4, 10.3.3.6, 10.3.4.5, 3.5.1.5, 8.3.2.9, A1.2.1.11 | ProwlerThreatScore-1.0: 3.1.7 | RBI-Cyber-Security-Framework: annex_i_7_4 | SecNumCloud-3.2: 10.5, 12.6 | SOC2: cc_7_2, cc_7_3, cc_a_1_1, pi_1_2",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,keyvault_private_endpoints,Key Vault uses private endpoints,fail,high,keyvault,ref3tierkv7mog1c,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.KeyVault/vaults/ref3tierkv7mog1c,centralindia,Keyvault ref3tierkv7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) is not using private endpoints.,"Enable **Private Endpoints** for each Key Vault and disable public network access. Use private DNS so the vault FQDN resolves to the private IP. Apply **least privilege** with RBAC and managed identities, restrict traffic with NSGs and routing, and monitor access logs as part of **defense in depth**.","C5-2025: CRY-10.01B, CRY-10.01AC, CRY-11.01B, DEV-12.02B, PSS-07.02B | CCC-v2025.10: CCC.Core.CN11.AR04, CCC.Core.CN05.AR01, CCC.Core.CN05.AR04, CCC.Core.CN05.AR05, CCC.ObjStor.CN01.AR01, CCC.ObjStor.CN01.AR02, CCC.ObjStor.CN01.AR03, CCC.ObjStor.CN01.AR04 | CIS-2.0: 8.7 | CIS-2.1: 8.7 | CIS-3.0: 3.3.7 | CIS-4.0: 9.3.8 | CIS-5.0: 8.3.7, 8.3.8 | ENS-RD2022: op.exp.10.az.kv.2, mp.com.4.r2.az.aks.1 | FedRAMP-20x-KSI-Low-25.05C: ksi-cna | HIPAA: 164_308_a_1_ii_b, 164_308_a_4_ii_a | NIS2: 9.2.c, 9.2.c.iv, 9.2.c.v, 11.2.2.d | PCI-4.0: 1.2.8.38, 1.3.1.42, 1.3.2.42, 1.4.2.40, 1.5.1.38, A1.1.3.38 | RBI-Cyber-Security-Framework: annex_i_1_3 | SecNumCloud-3.2: 10.5 | SOC2: cc_3_3",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,keyvault_rbac_enabled,Key Vault uses Azure RBAC for access control,pass,high,keyvault,ref3tierkv7mog1c,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.KeyVault/vaults/ref3tierkv7mog1c,centralindia,Keyvault ref3tierkv7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) is using RBAC for access control.,"Adopt **Azure RBAC** for Key Vault data access and design roles with **least privilege** at appropriate scopes (prefer vault-level per app/env). Use **Privileged Identity Management** for JIT, restrict control-plane Contributor rights, and monitor role assignments. *Role assignments aren't preserved after soft-delete recovery*.","C5-2025: CRY-10.01B, CRY-10.01AC, CRY-14.01B, CRY-19.01B, PSS-07.02B | CCC-v2025.10: CCC.Core.CN11.AR04, CCC.Core.CN05.AR01, CCC.Core.CN05.AR02, CCC.Core.CN05.AR06, CCC.ObjStor.CN01.AR01, CCC.ObjStor.CN01.AR02, CCC.ObjStor.CN01.AR03, CCC.ObjStor.CN01.AR04, CCC.KeyMgmt.CN02.AR01 | CIS-2.0: 8.6 | CIS-2.1: 8.6 | CIS-3.0: 3.3.6 | CIS-4.0: 9.3.6 | CIS-5.0: 8.3.6 | ENS-RD2022: op.acc.2.az.r1.eid.1, op.acc.5.r3.az.kv.1, op.acc.6.r3.az.kv.1 | FedRAMP-20x-KSI-Low-25.05C: ksi-iam | HIPAA: 164_308_a_1_ii_b, 164_308_a_4_i, 164_308_a_4_ii_b | NIS2: 9.2.c, 9.2.c.iv, 9.2.c.v | PCI-4.0: 3.5.1.1.7, 3.5.1.3.15, 3.6.1.2.7, 3.6.1.3.7, 3.6.1.4.7, 3.6.1.7, 3.7.1.8, 3.7.2.7, 3.7.4.8, 3.7.6.7, 3.7.7.7, 4.2.1.1.20, 7.2.1.9, 7.2.2.9, 7.2.3.5, 7.2.5.5, 7.3.1.5, 7.3.2.5, 7.3.3.5, 8.2.7.5, 8.2.8.7, 8.3.4.5 | RBI-Cyber-Security-Framework: annex_i_1_3 | SecNumCloud-3.2: 10.5",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,keyvault_rbac_secret_expiration_set,Secret in RBAC-enabled Key Vault has expiration date set,fail,medium,keyvault,sql-admin-password,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.KeyVault/vaults/ref3tierkv7mog1c/secrets/sql-admin-password,centralindia,Secret sql-admin-password in Key Vault ref3tierkv7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not have an expiration date set.,"Set an **expiration** on all enabled secrets and enforce a **regular rotation policy**.

Prefer **short-lived, identity-based access** to reduce secret usage. Apply **least privilege** for secret access, alert on upcoming expirations, and automate rotation and version cleanup to minimize exposure.","C5-2025: CRY-10.01B, CRY-10.01AC, CRY-11.01B, CRY-14.01B, DEV-12.02B, PSS-07.02B | CCC-v2025.10: CCC.Core.CN13.AR01, CCC.SecMgmt.CN01.AR01 | CIS-2.0: 8.3 | CIS-2.1: 8.3 | CIS-3.0: 3.3.3 | CIS-4.0: 9.3.3 | CIS-5.0: 8.3.3 | ENS-RD2022: op.acc.6.r1.az.eid.2 | HIPAA: 164_308_a_3_ii_c, 164_308_a_4_ii_c, 164_308_a_5_ii_d | NIS2: 9.2.c, 9.2.c.i, 9.2.c.iv, 9.2.c.v, 9.2.c.xii, 12.2.2.a | PCI-4.0: 8.3.10.1.1, 8.3.5.1, 8.3.7.1, 8.3.9.1, 8.6.3.1 | SecNumCloud-3.2: 10.5",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,keyvault_recoverable,Key Vault has soft delete and purge protection enabled,fail,high,keyvault,ref3tierkv7mog1c,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.KeyVault/vaults/ref3tierkv7mog1c,centralindia,Keyvault ref3tierkv7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) is not recoverable.,"Enable both `enable_soft_delete` and `enable_purge_protection` on all vaults. Enforce with policy, restrict purge/recover to **least privilege** and apply **separation of duties**. Keep backups and test recovery. Monitor delete/purge with alerts. *Adjust retention to business needs* to strengthen defense in depth.","C5-2025: CRY-10.01B, CRY-10.01AC, CRY-16.02B, PSS-07.02B | CCC-v2025.10: CCC.Core.CN11.AR04, CCC.KeyMgmt.CN01.AR01 | CIS-2.0: 8.5 | CIS-2.1: 8.5 | CIS-3.0: 3.3.5 | CIS-4.0: 9.3.5 | CIS-5.0: 8.3.5 | ENS-RD2022: op.exp.10.az.kv.1 | HIPAA: 164_308_a_7_i, 164_308_a_7_ii_a, 164_308_a_7_ii_b, 164_308_a_7_ii_c, 164_312_a_2_ii, 164_312_c_1 | NIS2: 4.1.1, 4.1.2.f, 4.1.2.g, 4.1.4, 4.2.2.b, 4.2.2.e, 9.2.c, 9.2.c.iv, 9.2.c.v, 9.2.c.vi, 12.1.2.c, 12.2.2.b | RBI-Cyber-Security-Framework: annex_i_12 | SecNumCloud-3.2: 10.5, 12.5, 17.4 | SOC2: pi_1_5",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,monitor_alert_create_policy_assignment,Subscription has an Azure Monitor activity log alert for policy assignment creation,fail,medium,monitor,843e85de-3f5f-4614-967a-9f39f1fe9ba7,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7,global,There is not an alert for creating Policy Assignments in subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7).,"Implement an **activity log alert** for `Microsoft.Authorization/policyAssignments/write` and route to an action group for timely response.

Apply across all subscriptions, restrict assignment rights (**least privilege**), require change approval, and integrate notifications with your SIEM for **defense in depth**.","C5-2025: OIS-04.02AC, OIS-05.01B, OIS-05.03B, OIS-08.07B, HR-03.02AC, AM-09.03AC, AM-09.04AC, OPS-05.01B, OPS-05.03AC, OPS-11.02AC, OPS-13.01B, OPS-13.02B, OPS-26.01AS, OPS-26.06B, IAM-06.05B, IAM-06.06B, PSS-04.01B | CCC-v2025.10: CCC.Core.CN04.AR01 | CIS-2.0: 5.2.1 | CIS-2.1: 5.2.1 | CIS-3.0: 6.2.1 | CIS-4.0: 7.1.2.1 | CIS-5.0: 6.1.2.1 | ENS-RD2022: op.mon.2.r1.az.ma.1 | HIPAA: 164_308_a_1_ii_d, 164_312_b | ISO27001-2022: A.5.7, A.8.16 | MITRE-ATTACK: T1496 | NIS2: 2.2.3, 3.2.1, 3.2.2, 3.2.3.b, 3.2.3.f, 3.2.4, 3.4.1, 3.5.4, 4.3.2.c, 6.4.1, 7.2.b, 11.3.1, 11.5.2.d | ProwlerThreatScore-1.0: 3.3.3 | RBI-Cyber-Security-Framework: annex_i_7_4 | SecNumCloud-3.2: 12.9 | SOC2: cc_2_1, cc_5_2, cc_7_3, cc_7_4, cc_8_1",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,monitor_alert_create_update_nsg,Subscription has an Activity Log alert for Network Security Group create or update operations,fail,high,monitor,843e85de-3f5f-4614-967a-9f39f1fe9ba7,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7,global,There is not an alert for creating/updating Network Security Groups in subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7).,"Implement a subscription-wide **Activity Log alert** for NSG change operations and route notifications to an **action group** for rapid triage.

Apply **least privilege** for change tooling, enforce **change management**, and add complementary alerts for `Microsoft.Network/networkSecurityGroups/securityRules/write` and `.../delete`. *Integrate with SIEM for correlation*","C5-2025: OIS-05.01B, OIS-05.03B, OIS-08.07B, HR-03.02AC, AM-09.03AC, AM-09.04AC, OPS-05.01B, OPS-05.03AC, OPS-11.02AC, OPS-13.01B, OPS-13.02B, OPS-13.03AC, OPS-26.01AS, OPS-26.06B, IAM-06.05B, IAM-06.06B | CCC-v2025.10: CCC.Core.CN04.AR01 | CIS-2.0: 5.2.3 | CIS-2.1: 5.2.3 | CIS-3.0: 6.2.3 | CIS-4.0: 7.1.2.3 | CIS-5.0: 6.1.2.3 | ENS-RD2022: op.mon.2.r1.az.ma.1 | HIPAA: 164_308_a_1_ii_d, 164_308_a_6_i, 164_308_a_6_ii, 164_312_b | ISO27001-2022: A.5.7, A.8.16 | NIS2: 2.2.3, 3.2.1, 3.2.2, 3.2.3.a, 3.2.3.f, 3.2.4, 3.4.1, 3.5.4, 4.3.2.c, 6.4.1, 7.2.b, 11.3.1, 11.5.2.d | PCI-4.0: 10.2.1.1.8, 10.4.2.2, 10.4.3.1, 10.6.3.8, 10.7.1.3, 10.7.2.3, 11.5.2.2, 11.6.1.2, 12.10.5.2, A3.3.1.3, A3.5.1.3 | ProwlerThreatScore-1.0: 3.3.5 | RBI-Cyber-Security-Framework: annex_i_7_4 | SecNumCloud-3.2: 12.9 | SOC2: cc_2_1, cc_5_2, cc_7_3, cc_7_4, cc_8_1",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,monitor_alert_create_update_public_ip_address_rule,Subscription has an Activity Log Alert for Public IP address create or update operations,fail,medium,monitor,843e85de-3f5f-4614-967a-9f39f1fe9ba7,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7,global,There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7).,"Create a subscription-wide **activity log alert** on `Microsoft.Network/publicIPAddresses/write` and route it to an **action group**.

Enforce **least privilege** for IP management, apply **change control**, and use **defense in depth** (private endpoints, bastions, VPN) to minimize public exposure and speed response.","C5-2025: OIS-04.02AC, OIS-05.01B, OIS-05.03B, OIS-08.07B, HR-03.02AC, AM-09.03AC, AM-09.04AC, OPS-05.01B, OPS-05.03AC, OPS-11.02AC, OPS-12.01B, OPS-13.01B, OPS-13.02B, OPS-13.03AC, OPS-26.01AS, OPS-26.06B, IAM-06.05B, IAM-06.06B, COS-03.02B, DEV-08.02B, SIM-03.06B, SIM-03.07B, PSS-04.01B | CCC-v2025.10: CCC.Core.CN04.AR01 | CIS-2.0: 5.2.9 | CIS-2.1: 5.2.9 | CIS-3.0: 6.2.9 | CIS-4.0: 7.1.2.9 | CIS-5.0: 6.1.2.9 | ENS-RD2022: op.mon.2.r1.az.ma.1 | ISO27001-2022: A.5.7, A.8.1, A.8.16 | MITRE-ATTACK: T1496 | NIS2: 2.2.3, 3.2.1, 3.2.2, 3.2.3.a, 3.2.3.f, 3.2.4, 3.4.1, 3.5.4, 4.3.2.c, 6.4.1, 7.2.b, 11.5.2.d | ProwlerThreatScore-1.0: 3.3.11 | RBI-Cyber-Security-Framework: annex_i_7_4 | SecNumCloud-3.2: 12.9 | SOC2: cc_2_1, cc_5_2, cc_7_3, cc_7_4, cc_8_1",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,monitor_alert_create_update_security_solution,Subscription has Activity Log alert for Security Solution create or update,fail,medium,monitor,843e85de-3f5f-4614-967a-9f39f1fe9ba7,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7,global,There is not an alert for creating/updating Security Solution in subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7).,"Configure an **activity log alert** for `Microsoft.Security/securitySolutions/write` and route it to action groups for prompt notification/automation.

Apply **least privilege**, require **change control**, and forward alerts to a central SIEM to strengthen **defense in depth**.","C5-2025: OIS-05.01B, OIS-05.03B, OIS-08.07B, HR-03.02AC, AM-09.03AC, AM-09.04AC, OPS-05.01B, OPS-05.03AC, OPS-11.02AC, OPS-13.01B, OPS-13.02B, OPS-26.01AS, OPS-26.06B, IAM-06.05B, IAM-06.06B | CCC-v2025.10: CCC.Core.CN04.AR01 | CIS-2.0: 5.2.5 | CIS-2.1: 5.2.5 | CIS-3.0: 6.2.5 | CIS-4.0: 7.1.2.5 | CIS-5.0: 6.1.2.5 | ENS-RD2022: op.mon.2.r1.az.ma.1, op.mon.3.r6.az.ma.1 | HIPAA: 164_308_a_1_ii_d, 164_308_a_6_i | ISO27001-2022: A.5.7, A.5.16, A.5.22, A.8.16 | MITRE-ATTACK: T1496 | NIS2: 2.2.3, 3.2.1, 3.2.2, 3.2.3.f, 3.2.4, 3.4.1, 3.5.4, 4.3.2.c, 6.4.1, 7.2.b, 11.5.2.d | ProwlerThreatScore-1.0: 3.3.7 | RBI-Cyber-Security-Framework: annex_i_7_4 | SecNumCloud-3.2: 12.9 | SOC2: cc_2_1, cc_5_2, cc_7_3, cc_7_4, cc_8_1",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,monitor_alert_create_update_sqlserver_fr,Subscription has an Activity Log alert for SQL Server firewall rule create or update events,fail,medium,monitor,843e85de-3f5f-4614-967a-9f39f1fe9ba7,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7,global,There is not an alert for creating/updating SQL Server firewall rule in subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7).,"Enable an activity log alert for `Microsoft.Sql/servers/firewallRules/write` and route it to responsive action groups.

Apply **least privilege** for firewall management, enforce change approvals, and use **defense in depth**: prefer **private endpoints** and avoid broad public network access.","C5-2025: OIS-05.01B, OIS-05.03B, OIS-08.07B, HR-03.02AC, AM-09.03AC, AM-09.04AC, OPS-05.01B, OPS-05.03AC, OPS-11.02AC, OPS-13.01B, OPS-13.02B, OPS-13.03AC, OPS-26.01AS, OPS-26.06B, IAM-06.05B, IAM-06.06B, COS-03.02B | CCC-v2025.10: CCC.Core.CN04.AR01 | CIS-2.0: 5.2.7 | CIS-2.1: 5.2.7 | CIS-3.0: 6.2.7 | CIS-4.0: 7.1.2.7 | CIS-5.0: 6.1.2.7 | ENS-RD2022: op.mon.2.r1.az.ma.1 | HIPAA: 164_312_b | ISO27001-2022: A.5.7, A.8.16 | MITRE-ATTACK: T1496 | NIS2: 2.2.3, 3.2.1, 3.2.2, 3.2.3.a, 3.2.3.f, 3.2.4, 3.4.1, 3.5.4, 4.3.2.c, 6.4.1, 7.2.b, 11.3.1, 11.5.2.d | PCI-4.0: 10.2.1.1.9, 10.2.1.1.10, 10.2.1.1.22, 10.2.1.2.8, 10.2.1.2.19, 10.2.1.3.8, 10.2.1.3.19, 10.2.1.4.8, 10.2.1.4.19, 10.2.1.5.8, 10.2.1.5.19, 10.2.1.6.8, 10.2.1.6.19, 10.2.1.7.8, 10.2.1.7.19, 10.2.1.8, 10.2.1.19, 10.2.2.8, 10.2.2.19, 10.3.1.8, 10.3.1.19, 10.4.1.1.2, 10.4.1.2, 10.4.2.3, 10.6.3.9, 10.6.3.10, 10.6.3.24, 10.7.1.4, 10.7.2.4, 5.3.4.9, 5.3.4.22, A1.2.1.10, A1.2.1.23, A3.3.1.4, A3.5.1.4 | ProwlerThreatScore-1.0: 3.3.9 | RBI-Cyber-Security-Framework: annex_i_7_4 | SecNumCloud-3.2: 12.9 | SOC2: cc_2_1, cc_5_2, cc_7_3, cc_7_4, cc_8_1",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,monitor_alert_delete_nsg,Subscription has an Activity Log alert for Network Security Group delete operations,fail,high,monitor,843e85de-3f5f-4614-967a-9f39f1fe9ba7,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7,global,There is not an alert for deleting Network Security Groups in subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7).,"Configure a subscription-wide **activity log alert** for the NSG delete operation (`Microsoft.Network/networkSecurityGroups/delete`; include Classic if applicable) and route notifications via **action groups**. Enforce **least privilege** for NSG changes, require **change control**, and integrate with your **SIEM** for correlation.","C5-2025: OIS-05.01B, OIS-05.03B, OIS-08.07B, HR-03.02AC, AM-09.03AC, AM-09.04AC, OPS-05.01B, OPS-05.03AC, OPS-11.02AC, OPS-13.01B, OPS-13.02B, OPS-13.03AC, OPS-26.01AS, OPS-26.06B, IAM-06.05B, IAM-06.06B, COS-03.02B | CCC-v2025.10: CCC.Core.CN04.AR01 | CIS-2.0: 5.2.4 | CIS-2.1: 5.2.4 | CIS-3.0: 6.2.4 | CIS-4.0: 7.1.2.4 | CIS-5.0: 6.1.2.4 | ENS-RD2022: op.acc.6.r5.az.eid.2 | HIPAA: 164_308_a_1_ii_d, 164_308_a_6_i, 164_308_a_6_ii, 164_312_b | ISO27001-2022: A.5.7, A.8.16 | MITRE-ATTACK: T1485, T1496 | NIS2: 2.2.3, 3.2.1, 3.2.2, 3.2.3.a, 3.2.3.f, 3.2.4, 3.4.1, 3.5.4, 4.3.2.c, 6.4.1, 7.2.b, 11.3.1, 11.5.2.d | ProwlerThreatScore-1.0: 3.3.6 | RBI-Cyber-Security-Framework: annex_i_7_4 | SecNumCloud-3.2: 12.9 | SOC2: cc_2_1, cc_5_2, cc_7_3, cc_7_4, cc_8_1",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,monitor_alert_delete_policy_assignment,Subscription has an Activity Log alert for policy assignment deletion,fail,high,monitor,843e85de-3f5f-4614-967a-9f39f1fe9ba7,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7,global,There is not an alert for deleting policy assignment in subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7).,"- Configure an activity log alert for `Microsoft.Authorization/policyAssignments/delete` and route to an action group.
- Enforce **least privilege** and **separation of duties** for policy changes and require approvals.
- Integrate alerts with your SIEM and define playbooks for rapid response.","C5-2025: OIS-04.02AC, OIS-05.01B, OIS-05.03B, OIS-08.07B, HR-03.02AC, AM-09.03AC, AM-09.04AC, OPS-05.01B, OPS-05.03AC, OPS-11.02AC, OPS-13.01B, OPS-13.02B, OPS-26.01AS, OPS-26.06B, IAM-03.01AC, IAM-06.05B, IAM-06.06B, DEV-08.02B, SIM-03.06B, SIM-03.07B, PSS-04.01B | CIS-2.0: 5.2.2 | CIS-2.1: 5.2.2 | CIS-3.0: 6.2.2 | CIS-4.0: 7.1.2.2 | CIS-5.0: 6.1.2.2 | ENS-RD2022: op.acc.6.r5.az.eid.2 | HIPAA: 164_308_a_1_ii_d, 164_312_b | ISO27001-2022: A.5.7, A.8.16 | MITRE-ATTACK: T1485, T1496 | NIS2: 2.2.3, 3.2.1, 3.2.2, 3.2.3.b, 3.2.3.f, 3.2.4, 3.4.1, 3.5.4, 4.3.2.c, 6.4.1, 7.2.b, 11.3.1, 11.5.2.d | ProwlerThreatScore-1.0: 3.3.4 | RBI-Cyber-Security-Framework: annex_i_7_4 | SecNumCloud-3.2: 12.9 | SOC2: cc_2_1, cc_5_2, cc_7_3, cc_7_4, cc_8_1",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,monitor_alert_delete_public_ip_address_rule,Azure subscription has an Activity Log alert for public IP address deletion,fail,medium,monitor,843e85de-3f5f-4614-967a-9f39f1fe9ba7,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7,global,There is not an alert for deleting public IP address rule in subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7).,"Implement an activity log alert for `Microsoft.Network/publicIPAddresses/delete` and route it to an action group for rapid response.
- Apply **least privilege** and change approval for IP deletions
- Use **resource locks** on critical IPs
- Centralize alerts in your SIEM and define runbooks for containment","C5-2025: OIS-04.02AC, OIS-05.01B, OIS-05.03B, OIS-08.07B, HR-03.02AC, AM-09.03AC, AM-09.04AC, PS-03.02B, OPS-05.01B, OPS-05.03AC, OPS-11.02AC, OPS-13.01B, OPS-13.02B, OPS-13.03AC, OPS-26.01AS, OPS-26.06B, IAM-06.05B, IAM-06.06B, COS-03.02B, DEV-08.02B, SIM-03.06B, SIM-03.07B | CCC-v2025.10: CCC.Core.CN04.AR01 | CIS-2.0: 5.2.10 | CIS-2.1: 5.2.10 | CIS-3.0: 6.2.10 | CIS-4.0: 7.1.2.10 | CIS-5.0: 6.1.2.10 | ENS-RD2022: op.acc.6.r5.az.eid.2 | ISO27001-2022: A.5.7, A.8.1, A.8.16 | MITRE-ATTACK: T1485, T1496 | NIS2: 2.2.3, 3.2.1, 3.2.2, 3.2.3.a, 3.2.3.f, 3.2.4, 3.4.1, 3.5.4, 4.3.2.c, 6.4.1, 7.2.b, 11.5.2.d | ProwlerThreatScore-1.0: 3.3.12 | RBI-Cyber-Security-Framework: annex_i_7_4 | SecNumCloud-3.2: 12.9 | SOC2: cc_2_1, cc_5_2, cc_7_3, cc_7_4, cc_8_1",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
